:START_ID(Document),:END_ID(Organization),:TYPE
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,Academic Professional Promotion Implementation Team 02/17/2017,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,BHRSC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,BHRSC renews AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,CV,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,EC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-17,FRC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-06-15,AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-06-15,Academic Professional Promotion Implementation Team 06/15/2017,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-06-15,EC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-06-15,LCAP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-28,AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-28,APPIT,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-28,Academic Professional Promotion Implementation Team,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-02-28,FRC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,APPIT,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,Academic Professional Promotion Implementation Team,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,EC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,FAQ,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,LCAP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-29,the Grievance Committee,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,AP Open Sessions,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,APPIT,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,Academic Professional Promotion Implementation Team,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,EC,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,FAQ,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,Grievance Committee,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,I. Feedback and/or Questions Received,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,L-CAP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,the Grievance Committee,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-03-28,the Open Sessions,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-05-10,AP,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-05-10,APPIT,MENTIONS
Academic Professional Promotion Implementation Team__Minutes__Academic Professional Promotion Implementation Team_Minutes_2017-05-10,Academic Professional Promotion Implementation Team 05/10/2017,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-02-17,AP & Open Session(s,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-02-17,Academic Professional Promotion Implementation Team 02/17/2017 Agenda Review Charge & Timeline Framework for Review Process for Assigning Rank,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-02-17,Assigned Primary/Secondary Reviewers Developing a Rubric Vitae Request,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-03-28,Academic Professional Promotion Implementation Team,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-03-28,ind9 Review,MENTIONS
Academic Professional Promotion Implementation Team__Agendas__Academic Professional Promotion Implementation Team_Agendas_2017-03-29,Academic Professional Promotion Implementation Team,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Proposed Policy on Custom Templates for the Library CMS,CMS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Proposed Policy on Custom Templates for the Library CMS,CSS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Proposed Policy on Custom Templates for the Library CMS,Content Management Systems,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Proposed Policy on Custom Templates for the Library CMS,Learn,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Proposed Policy on Custom Templates for the Library CMS,the Scholarly Commons,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,CMS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Content,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Drupal/Wordpress/Sliverstripe,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,IMS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Jen Chien­Yu,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,LEARN,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Mid­Nov,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Next,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Phase 2,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Project Milestone,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,RSS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,SHOULD,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,Silverstripe,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,WI,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,WNS,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,a. Technical,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,b. Functional,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,ref,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,○ Assess,MENTIONS
Content Access Policy & Technology (CAPT)__Related Documents__Phase2ActionPlan,○ Unit,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Aeon Special Collections Management System Implementation Overall,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Archives,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Archon,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,CAPT,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,CMS,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Central Public Services,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Central Public Services Division,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Content DM,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Content Working Group,MENTIONS
Content Access Policy & Technology (CAPT)__Minutes__Content Access Policy & Technology (CAPT)_Minutes_2013-05-28,Develop,MENTIONS
