name:ID(Organization),mentionCount:int
Campus Security Authority,1
Campus Technology Services,1
Campus Wellbeing Services,3
Campus Wellness,1
Campus and Community,1
Campus environment- Cross,1
Campus-Supported,2
Camtasia Best Practices,1
"Camtasia Best Practices
G:/InfoLit and Outreach Info/Camtasia Guidelines
Lori",1
Cancelling Print for Electronic,1
Candidate,3
Cantaloupe Image Server,1
Canvas,4
Capacity Considerations,1
Capitol Hill,4
Capturing,1
Carbon-Neutral Energy • Facilitates,1
Card,1
Card Catalog Project Update and Discussion,2
Card Sorting,1
"Career
Search",1
Career Advancement,1
Career Services,2
Career Services Working Group,1
Career Services Working Group Report,1
Caribbean Studies,3
Carl Sandburg Collection,1
Carle,5
Carle College of Medicine,1
Carle College of Medicine Library’s,1
Carle Illinois College of Medicine,4
Carnegie,1
"Carnegie Association for Scholarship on Teaching and Learning
Sue",1
Carnegie Corporation,1
Caroline,1
Caroline Szylowicz,1
Casa Latina,1
Casalini (Italy,1
Case Western University,1
Cataloging Coordinator,2
Cataloging Coordinator and Electronic Resources Management,1
Cataloging Services,2
Cataloging and Acquisitions,2
Catalyst,5
Catalyst Collection Management,1
Catalyst Project,3
"Catalyst Project
A Framework for Working Groups",1
Catalyst Project: Framework,1
Catalyst Project: Programming,2
Celebration/Recognition,1
Cell Phones,1
Census,1
Center,18
Center For American Music,1
Center for Global Studies,1
Center for Global Studies & Program,1
Center for Global Studies d. Recent,1
"Center for Global Studies,",2
Center for Health Information Support,1
Center for Innovation in Teaching and Learning,1
Center for Research Libraries,1
Center for Special Collections,1
Center for Teaching Excellence,1
Center the Library Building Project,1
Centers,1
"Central
Circulation and Bookstacks",1
Central Access Management,3
Central Access Services,40
"Central Access Services
Reference, Research & Scholarly Services",1
Central Access Services Position,1
Central Access Services and Technical Services,1
Central Acquisitions,1
Central Circ and Bookstacks,2
Central Circulation,2
Central Funds,1
Central Illinois Library Workers,3
Central Illinois Library Workers Meeting,1
Central Public Service,6
"Central Public Service
Life Sciences
Physical Science and Engineering Libraries
Social Science 
Technical Services
Special Collections",1
Central Public Services,46
Central Public Services Division,4
Central Public Services Division Faculty,1
Central Public Services News,1
Central Publics Services,1
Central Ref,1
Central Reference Services,1
Central Reference/Academic Outreach,3
Central Service Point Planning Group,1
Central Stacks,2
Central User Education Coordinator,1
Centralize Funding for Price Increases,1
Centrally Funded Purchases,1
Centrex,3
Certificate of Advance Study,1
ChaiWai,1
Chair,12
Chair 2018-2020,1
Chair Ingold,1
Chair Yoga,1
Chair of Committee,1
Chair of the Faculty Senate Outreach,1
Chair(s,1
"Chair, Department of Mathematics, College of Liberal Arts and Sciences (Urbana",1
"Challenges
Need",1
Champaign Public,2
Champaign School,1
Champlain College,1
"Chancellor’s Committee on Race and Ethnicity
GSLIS Diversity Committee",1
Change,1
Change / Stress Management,2
Change Management,2
Change Management and System Maintenance,1
"Charge
Lisa",1
Charge Update for Awards and,1
Charge and Membership,1
Charge and Membership for Mentoring Plan Working Group,1
Charge to Service Evaluation Team:  Look,1
ChargeThe Library Diversity Committee,1
Charleston Conference,1
Chatham Ewing,4
"Chatham, Alvan",2
"Checklist for Event Planning
Facilities",1
Chemistry,13
Chemistry & Mathematical Sciences,1
Cherie’ Weible,1
Cherie’ Weible and,1
Cherié,19
"Cherié
Cherié",2
Cherié Weible,47
"Cherié Weible
Chemistry",1
"Cherié Weible
Minutes",1
"Cherié Weible
Without",1
"Cherié Weible
 
Minutes",3
"Cherié Weible 
Absent",1
Cherié Weible – Access,4
Cherié Weible – Building Construction,1
Cherié Weible – Continuity of Instruction Working Group,1
Cherié Weible’s,1
Chicago College of Medicine,1
Chicago Library,1
Chicago Public Library,3
Chicago’s College of Medicine,1
Chickasaw Nations,1
Chinese Government,1
Choice/Consent,1
Choose Privacy LibGuide,1
Chris Prom,16
"Chris Prom
 
Meeting Documents: Promotion and Tenure Statement Working Draft",1
Chris Prom & Heather Murphy,1
"Chris Prom  
The Executive Committee",1
"Chris Prom  
Zoe Revell",3
Christine Des Garennes,1
Chronicling America,2
ChrzastowskiTina,1
Cindy,30
Cindy & Heather Murphy,1
Cindy Ingold,1
"Cindy Ingold

Committee",1
Cindy Ingold & Angie Gruendl,1
Cinema Studies,3
Circ Team,2
Circulation Office,1
Circulation/Confidentiality,3
Cites,1
City Planning,1
City Planning and Landscape Architecture Library,1
"City Planning, Classics, Communications",1
"Civil
Service",2
Civil Service,54
Civil Service Award Recipients,2
Civil Service Employees,1
Civil Service Employees and Dependents Scholarship Programs,1
Civil Service Professional,6
Civil Service Professionals,5
"Civil Service Professionals
Terminology",1
Civil Service Recognition,1
Civil Service Representation,1
Civil Service Staff - Professional,1
Civil Service of Academic Professional,1
Civil Services Professionals,1
Civility Panel,2
ClarkThe Budget Group,1
Classics & Research and Information Services,1
Classics New Service Models Team,1
Classics and Research & Information Services,1
Classics/Architecture & Art,1
Classrooms to Learning Spaces,1
Claudia Alcala Iniguez,1
Claudia Iniguez,1
Clickers,1
Cliff Lynch,1
ClimQual Committee,1
Climate Quality,1
ClimateQUAL & Library Building Community Committee,1
ClimateQUAL Implementation Group,1
ClimateQUAL Implementation Team,2
"ClimateQUAL Implementation Team: Final Report
Division",2
ClimateQUAL Implementation Team—Report,1
ClimateQUAL Recommendations,1
ClimateQUAL Recommendations Update/Survey of Priorities,1
ClimateQUAL Response Team Report,1
ClimateQUAL Update,1
"ClimateQUAL Update 
No",1
ClimateQual,5
ClimateQual Team,2
Clinical Associate Professor,1
Clinical Associates,1
Clinical Faculty,2
Clinical Professor,1
Clock,1
Co-Chair,14
Co-Chair (Absent,1
Co-Chair Office,1
"Co-Chairs

LSPT",1
Co-Chairs/Chairs,2
Co-Chairs/Chairs of,2
Co-Conspirator,2
Co-PI,1
CoP,5
CoP (Community of Practice,1
Cobb-Roberts,1
Coffee with Residency Group,1
Cohesive Communications,1
Cold Storage Options,1
"Collaboration Models, Space, Technology",1
Collaboration; Personal Management,1
Collaboratory,1
Collaboratory Team's,1
Collection,7
Collection Analysis,1
Collection Analysis Planning,1
Collection Development Committee,108
"Collection Development Committee 
Meeting",7
"Collection Development Committee 
Meeting Notes",1
Collection Development Statements,1
Collection Management,5
"Collection Management
The",1
Collection Management & Planning Working Group,1
Collection Management Librarian,1
Collection Management Planning Working Group,3
Collection Management Services,7
Collection Management Working Group,1
Collection Management and Planning Working Group,1
Collection Scenarios,1
Collection Working Group,1
Collection management Services,1
"Collection preservation & Access
Informational Overviews",1
Collections,34
"Collections
Department/Program Head
Department/Program Head",1
Collections & Technical Services,3
Collections Analysis,1
Collections Budget,2
Collections Budget Planning,1
Collections Care,2
Collections Care Coordinator,1
Collections Close,2
Collections Development Committee,1
Collections Forums,1
Collections Management Librarian and Curator for RBML,1
Collections Management Working Group,1
Collections Policy,1
Collections Reserve,1
"Collections Topics
Collection",1
Collections Working Group,3
Collections and Budget,1
Collections and Collection Management,1
Collections and Technical Services,4
Collections and Technical Services Update,1
Collections/Acquisitions Forum Follow,1
Collections/Acquisitions Office,1
Collections/Preservation,1
Collection’s Retreat,1
College,1
"College & Research
Libraries News",1
College Executive Committees,1
College of Business,1
College of Business and Management (Springfield,1
College of Commerce & Business Administration,1
College of Education,3
College of Engineering,5
College of Fine & Applied Arts,1
College of Law,1
College of Liberal Arts and Sciences,1
College of Medicine,9
College of Medicine and College of Veterinary Medicine,1
College of VetMed,1
Colleges,2
Collegiate Readership Program,1
Colloquium Committee,2
"Colloquium Committee
Deferred",1
Colloquium Committee)Paula,1
Columbia,3
Columbia University,2
Comfort with Technology,1
Comments,1
"Commercial/Professional Permission Form fro Photographic, Video",1
"Commercial/Professional Photographic, Video",1
Commission,1
Committee,101
"Committee
Ownership
Responsible",1
"Committee 
Reviewers for P&T 
Report of",1
Committee Appointments,1
Committee AssignmentsCommittee Assignments,1
Committee Chair,1
Committee Chair and Co-Chair,1
Committee Fund Review,1
"Committee Fund Review
Library Executive Committee",1
"Committee Membership
Assess",1
Committee Name User Education Committee,1
Committee Page,1
"Committee Project
Discussion",1
"Committee Project
Planning",1
Committee Reports,1
Committee charge & membership,1
Committee of Library Academic and Civil Service Professionals,1
Committee of the Whole,1
Committee on Institutional Cooperation Instructional Librarians Meeting,1
Committee on fund,1
Committee/Replacement,1
Committee/Replacement- EC,1
Committees,1
Common Ground Coop,3
Communiations,1
Communicate with Library Administration,1
Communicating,1
Communication,1
Communication Document,1
Communication Management,1
Communication Team,5
"Communication Team
Heather",1
"Communication Team 
Campus",1
"Communication Team 
One",1
Communications,5
Communications 25 & 26,1
Communications Coordinator,1
Communications Group,1
Communitas,2
Community,4
Community Agreement,1
Community Libraries,1
Community Outreach Planning Group,1
"Community Outreach Planning Group
Stephanie",1
Community Planning,1
Community Planning and Development,3
Community of Practice,9
Community-Library Inter Action,1
Community-Library Inter-Action,10
Comparison,1
Compass,7
"Compass Update
Zoe Revell",1
Compendium,2
Compensation Review Committee,1
Complete,1
Completed,1
Completed for N/A N/A N/A N/A N/A N/A No,2
Compliance with University,1
"Composition
Membership",1
Compression Market Equity and Retention,1
Computational,1
Computer Engineering,1
Computer Peripherals Group,1
Computer Science,2
Computer Technologies and,2
"Computing & Data, Environment & Water, Food & Agriculture",3
Computing and Office of Research,1
"Conceptualization & Design, Prioritization",1
Concerns,1
Conference,1
Confidentiality of Library Records,2
Congratulations Victor,1
Congress,9
"Congress’s National Digital
Information Infrastructure and",1
Connect Forum,4
Connecting w/ Unit Supervisors,1
Connections Illinois Research,1
Connie Braun,1
Cons - Variety,1
Conscientiousness,1
Conservation,1
Conservation & Preservation,1
Conservation Lab,1
Conservation Laboratory,1
Conservation Offices,1
Conservation Unit,3
Conservation/Book Repair Treatments,1
Consistent Special Collections,1
Consistent with Provost Communication,2
Consolidated FAA Library,1
Consortial Agreements,1
Consultants,2
Consultation Program,1
Consultation Spaces,1
Consultations,1
Consultations & Programming,2
Consulting + Research,2
"Contact Curator
Metadata
Download",1
ContactsUpdate LogAppendices,1
Content,10
"Content
Access Management",1
Content Access Management,9
"Content Access Management
Participants",1
Content Access Management’s,1
Content Access Policy,1
Content Access Policy & Technology,10
Content Access Policy & Technology Committee,1
Content Access Policy & Technology)—Tom,1
Content Access and Management,1
"Content Access, Policy and Technology Committee",1
Content Advisory,3
Content Coordinator,4
Content Coordinator Search Committee,1
Content DM,3
Content Hubs and Service Hubs,1
"Content Management
Development",3
Content Management Services,1
Content Management Specialist,1
Content Management System End of Life/New Selection/Content Conversion,1
Content Management Systems,1
Content Management Systems Specialist,1
Content Working Group,2
Content/Theme Ideas:,1
Contents,1
"Continuation
VI",1
Continuity of Instruction,1
Continuity of Instruction Working Group,1
Continuity of Instruction/Services,1
Continuity of Service Planning,2
"Contracts
Office of the University",1
Contracts Office,1
"Contracts, Negotiations",1
Contribute,1
Contribute Generalizable Knowledge,1
Contributes,1
Control Group,1
Convenor,1
Conversion,2
Conversion of Division,2
Con’s,1
Cookie swap & Annual Report,2
Cooper,2
"Cooper
LibGuides",1
Cooperate,1
Cooperative Collection Development Activities,1
Cooper’s,1
Coordinator for Information Literacy Services,1
Coordinator for Information Literacy Services and Instruction,1
Coordinator for Library Assessment,1
Coordinator for Research and Teaching Professional Development,2
Coordinator for Staff Development,1
"Coordinator/Head Document
b.",1
Coordinators,1
Copenhagen,1
Copy-Specific,1
Copy/Original Cataloging,1
Copyright Instruction Working Group,1
Corbis Images for Education,1
Core Collection,1
Cornell,7
Cornell University,1
Cosmetic Upgrades,1
Cost Control Programs,1
Council,18
Council 2006 Library,1
Council Oct-92 Patron Records,1
Council Of Deans,1
Council of Academic Professionals,5
"Council of Academic Professionals
Better",1
"Council of Academic Professionals
Notes",6
"Council of Academic Professionals
Our",1
"Council of Academic Professionals
Our CAP",2
"Council of Academic Professionals
Recording",1
Council of Deans,20
Council of Deans Meeting,1
Council of Deans News,1
Council of Deans Strategic Planning Retreat,1
Council of Directors of,2
"Council of Library and Information
Resources",1
Council on Undergraduate Education,1
Course Enrollment for Civil Service Employees,1
Courseware Integration,2
"Courseware Integration
Lori",1
Cox & Jantti,1
Craft Nights,2
Crash Plan Pro,1
"Create
Interdisciplinary",1
Create Promotional Paths,3
Create Promotional Paths for Academic Professionals,5
Create a Promotional Path,3
Create a Promotional Path for APs,2
Creating a Humanities Commons,1
Creative Commons,4
Creative Connections,1
Creative Services,1
Credit Lines,1
"Credit Score
Working",1
Credo Information Literacy,1
Credo Information Literacy Competency Modules,1
Crimson Hexagon,2
Cristina-Maria Kuhn,1
Cristina-Maria Kuhn (,4
Criteria,1
"Criterion 1 Working Group
Criterion 2 Working Group
Criterion 3 Working Group
Criterion 4 Working Group
Criterion 5 Working Group
Federal Compliance Working Group",2
Criterion Working Groups,2
Critical Digital Humanities,1
Critical Thinking,2
Crop Sciences,1
Cross,1
Cross Cultural Communication,1
Cross-Committee,1
Cross-Committee Cooperation,1
Crossref Events,1
Cuban Libraries,1
Cubs,1
Cultural Communication,1
Cultural Communications,1
Cultural Connections,4
Cultural Connections Event,1
Cultural Organization,1
"Cultural, Resource, & Area Studies Centers",1
Culture & Society,3
Current Contents,1
Current Contents (CC,1
Current Planning Approach,1
Current Programs and Services Dependent on Voyager,1
Curriculum Development and Education,2
Curriculum and Instruction,1
Customer Management System,1
Customer Service,2
Customer Service Guidelines,2
"D. Contributions to Diversity, Equity",1
D. Oak St. Selection Principles,1
D. Promotion,1
D.W. Griffith’s Birth,1
DARPA,2
DC: Association for Research Libraries,1
DCC,8
DCDC,1
DCL,2
DCN,2
DDS,1
DDST,3
DEB,2
DEC,2
DEI,9
DEI Task Force,1
DEIA,50
DEIA Best Practices Group,1
DEIA Committee,3
DEIA Committee Charge,2
"DEIA Facilitators, & Dr.",1
DEIA Group,1
"DEIA HR Efforts & Processes Team
Jake",1
"DEIA HR Efforts & Processes Team
Zoe",1
DEIA Search Committee,1
DEIA TF Assessment Reports – Assessment Subteam,1
DEIA TF Biweekly Meeting,1
DEIA TF Review Process Update – Communication Team,1
"DEIA Task
Force",1
DEIA Task Force,10
DEIA Task Force Charge,2
DEIA Task Force Charge and Membership – Discussion,1
DEIA Task Force Committee,2
DEIA Task Force Communications Process Review – Discussion Item,1
DEIA Task Force Final Report,1
DEIA Task Force Half-Day,1
DEIA Task Force MS Teams,1
DEIA Task Force Meeting,2
DEIA Task Force Meeting 2/1/2021,1
DEIA Task Force Meeting Minutes,5
DEIA Task Force Meeting Notes - 2/24/22,1
"DEIA Task Force Minutes 3/30

Shared Agreement",1
DEIA Task Force Minutes 6-21-21,1
DEIA Task Force Minutes 7-21-21,1
DEIA Task Force Principles and Processes for Discussion of Sub-Team Work Products,1
DEIA Task Force Report,4
DEIA Taskforce,2
DEIA Training & Upcoming Workshops Plan – Victor,1
DEIA Victor Jones,1
DEIA Vision Statement,1
DEIA Vision Statement and Definitions,1
"DEIA Workshops Planning Update – Victor 

Team Updates 
HR Processes",1
DEIA – Review Committee,1
DEIA Task Force Meeting,2
"DEIA Task Force Meeting 3/2/2021  
  
 
Present:",1
DHC,1
DI,3
DIA,7
DIBS,1
